Connecting to DB

DB connection successful

Starting step: Vendor Master Export

Loaded SQL from SQL\vendor_master.sql

Estimated total rows: 2,232,017

Elapsed time: 00:12 | Rows collected: 250,000 / 2,232,017 | ETA: 01:42
Elapsed time: 00:13 | Rows collected: 260,000 / 2,232,017 | ETA: 01:40
Elapsed time: 00:13 | Rows collected: 270,000 / 2,232,017 | ETA: 01:38
Elapsed time: 00:13 | Rows collected: 280,000 / 2,232,017 | ETA: 01:36
Elapsed time: 00:14 | Rows collected: 290,000 / 2,232,017 | ETA: 01:34
Elapsed time: 00:14 | Rows collected: 300,000 / 2,232,017 | ETA: 01:32
Elapsed time: 00:14 | Rows collected: 310,000 / 2,232,017 | ETA: 01:30
Elapsed time: 00:14 | Rows collected: 320,000 / 2,232,017 | ETA: 01:28
Elapsed time: 00:15 | Rows collected: 330,000 / 2,232,017 | ETA: 01:27
Elapsed time: 00:15 | Rows collected: 340,000 / 2,232,017 | ETA: 01:26
Elapsed time: 00:15 | Rows collected: 350,000 / 2,232,017 | ETA: 01:25
Elapsed time: 00:16 | Rows collected: 360,000 / 2,232,017 | ETA: 01:23
Elapsed time: 00:16 | Rows collected: 370,000 / 2,232,017 | ETA: 01:22
Elapsed time: 00:16 | Rows collected: 380,000 / 2,232,017 | ETA: 01:21
Elapsed time: 00:16 | Rows collected: 390,000 / 2,232,017 | ETA: 01:20
Elapsed time: 00:17 | Rows collected: 400,000 / 2,232,017 | ETA: 01:19
Elapsed time: 00:17 | Rows collected: 410,000 / 2,232,017 | ETA: 01:18
Elapsed time: 00:17 | Rows collected: 420,000 / 2,232,017 | ETA: 01:17
Elapsed time: 00:18 | Rows collected: 430,000 / 2,232,017 | ETA: 01:16
Elapsed time: 00:18 | Rows collected: 440,000 / 2,232,017 | ETA: 01:15
Elapsed time: 00:18 | Rows collected: 450,000 / 2,232,017 | ETA: 01:15
Elapsed time: 00:19 | Rows collected: 460,000 / 2,232,017 | ETA: 01:14
Elapsed time: 00:19 | Rows collected: 470,000 / 2,232,017 | ETA: 01:13
Elapsed time: 00:19 | Rows collected: 480,000 / 2,232,017 | ETA: 01:12
Elapsed time: 00:20 | Rows collected: 490,000 / 2,232,017 | ETA: 01:11
Elapsed time: 00:20 | Rows collected: 500,000 / 2,232,017 | ETA: 01:11
Elapsed time: 00:20 | Rows collected: 510,000 / 2,232,017 | ETA: 01:10
Elapsed time: 00:21 | Rows collected: 520,000 / 2,232,017 | ETA: 01:09
Elapsed time: 00:21 | Rows collected: 530,000 / 2,232,017 | ETA: 01:08
Elapsed time: 00:21 | Rows collected: 540,000 / 2,232,017 | ETA: 01:07
Elapsed time: 00:21 | Rows collected: 550,000 / 2,232,017 | ETA: 01:07
Elapsed time: 00:22 | Rows collected: 560,000 / 2,232,017 | ETA: 01:06
Elapsed time: 00:22 | Rows collected: 570,000 / 2,232,017 | ETA: 01:05
Elapsed time: 00:22 | Rows collected: 580,000 / 2,232,017 | ETA: 01:04
Elapsed time: 00:23 | Rows collected: 590,000 / 2,232,017 | ETA: 01:04
Elapsed time: 00:23 | Rows collected: 600,000 / 2,232,017 | ETA: 01:03
Elapsed time: 00:23 | Rows collected: 610,000 / 2,232,017 | ETA: 01:02
Elapsed time: 00:23 | Rows collected: 620,000 / 2,232,017 | ETA: 01:02
Elapsed time: 00:24 | Rows collected: 630,000 / 2,232,017 | ETA: 01:01
Elapsed time: 00:24 | Rows collected: 640,000 / 2,232,017 | ETA: 01:00
Elapsed time: 00:24 | Rows collected: 650,000 / 2,232,017 | ETA: 01:00
Elapsed time: 00:24 | Rows collected: 660,000 / 2,232,017 | ETA: 00:59
Elapsed time: 00:25 | Rows collected: 670,000 / 2,232,017 | ETA: 00:58
Elapsed time: 00:25 | Rows collected: 680,000 / 2,232,017 | ETA: 00:58
Elapsed time: 00:25 | Rows collected: 690,000 / 2,232,017 | ETA: 00:57
Elapsed time: 00:26 | Rows collected: 700,000 / 2,232,017 | ETA: 00:57
Elapsed time: 00:26 | Rows collected: 710,000 / 2,232,017 | ETA: 00:56
Elapsed time: 00:26 | Rows collected: 720,000 / 2,232,017 | ETA: 00:55
Elapsed time: 00:26 | Rows collected: 730,000 / 2,232,017 | ETA: 00:55
Elapsed time: 00:27 | Rows collected: 740,000 / 2,232,017 | ETA: 00:54
Elapsed time: 00:27 | Rows collected: 750,000 / 2,232,017 | ETA: 00:54
Elapsed time: 00:27 | Rows collected: 760,000 / 2,232,017 | ETA: 00:53
Elapsed time: 00:28 | Rows collected: 770,000 / 2,232,017 | ETA: 00:53
Elapsed time: 00:28 | Rows collected: 780,000 / 2,232,017 | ETA: 00:52
Elapsed time: 00:28 | Rows collected: 790,000 / 2,232,017 | ETA: 00:52
Elapsed time: 00:29 | Rows collected: 800,000 / 2,232,017 | ETA: 00:51
Elapsed time: 00:29 | Rows collected: 810,000 / 2,232,017 | ETA: 00:51
Elapsed time: 00:29 | Rows collected: 820,000 / 2,232,017 | ETA: 00:50
Elapsed time: 00:29 | Rows collected: 830,000 / 2,232,017 | ETA: 00:50
Elapsed time: 00:30 | Rows collected: 840,000 / 2,232,017 | ETA: 00:49
Elapsed time: 00:30 | Rows collected: 850,000 / 2,232,017 | ETA: 00:49
Elapsed time: 00:30 | Rows collected: 860,000 / 2,232,017 | ETA: 00:49
Elapsed time: 00:31 | Rows collected: 870,000 / 2,232,017 | ETA: 00:48
Elapsed time: 00:31 | Rows collected: 880,000 / 2,232,017 | ETA: 00:48
Elapsed time: 00:31 | Rows collected: 890,000 / 2,232,017 | ETA: 00:47
Elapsed time: 00:31 | Rows collected: 900,000 / 2,232,017 | ETA: 00:47
Elapsed time: 00:32 | Rows collected: 910,000 / 2,232,017 | ETA: 00:46
Elapsed time: 00:32 | Rows collected: 920,000 / 2,232,017 | ETA: 00:46
Elapsed time: 00:32 | Rows collected: 930,000 / 2,232,017 | ETA: 00:45
Elapsed time: 00:33 | Rows collected: 940,000 / 2,232,017 | ETA: 00:45
Elapsed time: 00:33 | Rows collected: 950,000 / 2,232,017 | ETA: 00:45
Elapsed time: 00:33 | Rows collected: 960,000 / 2,232,017 | ETA: 00:44
Elapsed time: 00:33 | Rows collected: 970,000 / 2,232,017 | ETA: 00:44
Elapsed time: 00:34 | Rows collected: 980,000 / 2,232,017 | ETA: 00:43
Elapsed time: 00:34 | Rows collected: 990,000 / 2,232,017 | ETA: 00:43
Elapsed time: 00:34 | Rows collected: 1,000,000 / 2,232,017 | ETA: 00:42
Elapsed time: 00:35 | Rows collected: 1,010,000 / 2,232,017 | ETA: 00:42
Elapsed time: 00:35 | Rows collected: 1,020,000 / 2,232,017 | ETA: 00:42
Elapsed time: 00:36 | Rows collected: 1,030,000 / 2,232,017 | ETA: 00:42
Elapsed time: 00:36 | Rows collected: 1,040,000 / 2,232,017 | ETA: 00:42
Elapsed time: 00:37 | Rows collected: 1,050,000 / 2,232,017 | ETA: 00:41
Elapsed time: 00:37 | Rows collected: 1,060,000 / 2,232,017 | ETA: 00:41
Elapsed time: 00:37 | Rows collected: 1,070,000 / 2,232,017 | ETA: 00:41
Elapsed time: 00:38 | Rows collected: 1,080,000 / 2,232,017 | ETA: 00:40
Elapsed time: 00:38 | Rows collected: 1,090,000 / 2,232,017 | ETA: 00:40
Elapsed time: 00:39 | Rows collected: 1,100,000 / 2,232,017 | ETA: 00:40
Elapsed time: 00:39 | Rows collected: 1,110,000 / 2,232,017 | ETA: 00:39
Elapsed time: 00:39 | Rows collected: 1,120,000 / 2,232,017 | ETA: 00:39
Elapsed time: 00:40 | Rows collected: 1,130,000 / 2,232,017 | ETA: 00:39
Elapsed time: 00:40 | Rows collected: 1,140,000 / 2,232,017 | ETA: 00:38
Elapsed time: 00:40 | Rows collected: 1,150,000 / 2,232,017 | ETA: 00:38
Elapsed time: 00:40 | Rows collected: 1,160,000 / 2,232,017 | ETA: 00:37
Elapsed time: 00:41 | Rows collected: 1,170,000 / 2,232,017 | ETA: 00:37
Elapsed time: 00:41 | Rows collected: 1,180,000 / 2,232,017 | ETA: 00:36
Elapsed time: 00:41 | Rows collected: 1,190,000 / 2,232,017 | ETA: 00:36
Elapsed time: 00:42 | Rows collected: 1,200,000 / 2,232,017 | ETA: 00:36
Elapsed time: 00:42 | Rows collected: 1,210,000 / 2,232,017 | ETA: 00:35
Elapsed time: 00:42 | Rows collected: 1,220,000 / 2,232,017 | ETA: 00:35
Elapsed time: 00:42 | Rows collected: 1,230,000 / 2,232,017 | ETA: 00:34
Elapsed time: 00:43 | Rows collected: 1,240,000 / 2,232,017 | ETA: 00:34
Elapsed time: 00:43 | Rows collected: 1,250,000 / 2,232,017 | ETA: 00:34
Elapsed time: 00:43 | Rows collected: 1,260,000 / 2,232,017 | ETA: 00:33
Elapsed time: 00:44 | Rows collected: 1,270,000 / 2,232,017 | ETA: 00:33
Elapsed time: 00:44 | Rows collected: 1,280,000 / 2,232,017 | ETA: 00:32
Elapsed time: 00:44 | Rows collected: 1,290,000 / 2,232,017 | ETA: 00:32
Elapsed time: 00:44 | Rows collected: 1,300,000 / 2,232,017 | ETA: 00:32
Elapsed time: 00:45 | Rows collected: 1,310,000 / 2,232,017 | ETA: 00:31
Elapsed time: 00:45 | Rows collected: 1,320,000 / 2,232,017 | ETA: 00:31
Elapsed time: 00:45 | Rows collected: 1,330,000 / 2,232,017 | ETA: 00:31
Elapsed time: 00:45 | Rows collected: 1,340,000 / 2,232,017 | ETA: 00:30
Elapsed time: 00:46 | Rows collected: 1,350,000 / 2,232,017 | ETA: 00:30
Elapsed time: 00:46 | Rows collected: 1,360,000 / 2,232,017 | ETA: 00:29
Elapsed time: 00:46 | Rows collected: 1,370,000 / 2,232,017 | ETA: 00:29
Elapsed time: 00:47 | Rows collected: 1,380,000 / 2,232,017 | ETA: 00:29
Elapsed time: 00:47 | Rows collected: 1,390,000 / 2,232,017 | ETA: 00:28
Elapsed time: 00:47 | Rows collected: 1,400,000 / 2,232,017 | ETA: 00:28
Elapsed time: 00:47 | Rows collected: 1,410,000 / 2,232,017 | ETA: 00:27
Elapsed time: 00:48 | Rows collected: 1,420,000 / 2,232,017 | ETA: 00:27
Elapsed time: 00:48 | Rows collected: 1,430,000 / 2,232,017 | ETA: 00:27
Elapsed time: 00:48 | Rows collected: 1,440,000 / 2,232,017 | ETA: 00:26
Elapsed time: 00:48 | Rows collected: 1,450,000 / 2,232,017 | ETA: 00:26
Elapsed time: 00:49 | Rows collected: 1,460,000 / 2,232,017 | ETA: 00:26
Elapsed time: 00:49 | Rows collected: 1,470,000 / 2,232,017 | ETA: 00:25
Elapsed time: 00:49 | Rows collected: 1,480,000 / 2,232,017 | ETA: 00:25
Elapsed time: 00:50 | Rows collected: 1,490,000 / 2,232,017 | ETA: 00:24
Elapsed time: 00:50 | Rows collected: 1,500,000 / 2,232,017 | ETA: 00:24
Elapsed time: 00:50 | Rows collected: 1,510,000 / 2,232,017 | ETA: 00:24
Elapsed time: 00:50 | Rows collected: 1,520,000 / 2,232,017 | ETA: 00:23
Elapsed time: 00:51 | Rows collected: 1,530,000 / 2,232,017 | ETA: 00:23
Elapsed time: 00:51 | Rows collected: 1,540,000 / 2,232,017 | ETA: 00:23
Elapsed time: 00:51 | Rows collected: 1,550,000 / 2,232,017 | ETA: 00:22
Elapsed time: 00:52 | Rows collected: 1,560,000 / 2,232,017 | ETA: 00:22
Elapsed time: 00:52 | Rows collected: 1,570,000 / 2,232,017 | ETA: 00:22
Elapsed time: 00:52 | Rows collected: 1,580,000 / 2,232,017 | ETA: 00:21
Elapsed time: 00:52 | Rows collected: 1,590,000 / 2,232,017 | ETA: 00:21
Elapsed time: 00:53 | Rows collected: 1,600,000 / 2,232,017 | ETA: 00:20
Elapsed time: 00:53 | Rows collected: 1,610,000 / 2,232,017 | ETA: 00:20
Elapsed time: 00:53 | Rows collected: 1,620,000 / 2,232,017 | ETA: 00:20
Elapsed time: 00:53 | Rows collected: 1,630,000 / 2,232,017 | ETA: 00:19
Elapsed time: 00:54 | Rows collected: 1,640,000 / 2,232,017 | ETA: 00:19
Elapsed time: 00:54 | Rows collected: 1,650,000 / 2,232,017 | ETA: 00:19
Elapsed time: 00:54 | Rows collected: 1,660,000 / 2,232,017 | ETA: 00:18
Elapsed time: 00:55 | Rows collected: 1,670,000 / 2,232,017 | ETA: 00:18
Elapsed time: 00:55 | Rows collected: 1,680,000 / 2,232,017 | ETA: 00:18
Elapsed time: 00:55 | Rows collected: 1,690,000 / 2,232,017 | ETA: 00:17
Elapsed time: 00:55 | Rows collected: 1,700,000 / 2,232,017 | ETA: 00:17
Elapsed time: 00:56 | Rows collected: 1,710,000 / 2,232,017 | ETA: 00:17
Elapsed time: 00:56 | Rows collected: 1,720,000 / 2,232,017 | ETA: 00:16
Elapsed time: 00:56 | Rows collected: 1,730,000 / 2,232,017 | ETA: 00:16
Elapsed time: 00:57 | Rows collected: 1,740,000 / 2,232,017 | ETA: 00:16
Elapsed time: 00:57 | Rows collected: 1,750,000 / 2,232,017 | ETA: 00:15
Elapsed time: 00:57 | Rows collected: 1,760,000 / 2,232,017 | ETA: 00:15
Elapsed time: 00:57 | Rows collected: 1,770,000 / 2,232,017 | ETA: 00:15
Elapsed time: 00:58 | Rows collected: 1,780,000 / 2,232,017 | ETA: 00:14
Elapsed time: 00:58 | Rows collected: 1,790,000 / 2,232,017 | ETA: 00:14
Elapsed time: 00:58 | Rows collected: 1,800,000 / 2,232,017 | ETA: 00:14
Elapsed time: 00:58 | Rows collected: 1,810,000 / 2,232,017 | ETA: 00:13
Elapsed time: 00:59 | Rows collected: 1,820,000 / 2,232,017 | ETA: 00:13
Elapsed time: 00:59 | Rows collected: 1,830,000 / 2,232,017 | ETA: 00:13
Elapsed time: 00:59 | Rows collected: 1,840,000 / 2,232,017 | ETA: 00:12
Elapsed time: 01:00 | Rows collected: 1,850,000 / 2,232,017 | ETA: 00:12
Elapsed time: 01:00 | Rows collected: 1,860,000 / 2,232,017 | ETA: 00:12
Elapsed time: 01:00 | Rows collected: 1,870,000 / 2,232,017 | ETA: 00:11
Elapsed time: 01:01 | Rows collected: 1,880,000 / 2,232,017 | ETA: 00:11
Elapsed time: 01:01 | Rows collected: 1,890,000 / 2,232,017 | ETA: 00:11
Elapsed time: 01:01 | Rows collected: 1,900,000 / 2,232,017 | ETA: 00:10
Elapsed time: 01:01 | Rows collected: 1,910,000 / 2,232,017 | ETA: 00:10
Elapsed time: 01:02 | Rows collected: 1,920,000 / 2,232,017 | ETA: 00:10
Elapsed time: 01:02 | Rows collected: 1,930,000 / 2,232,017 | ETA: 00:09
Elapsed time: 01:02 | Rows collected: 1,940,000 / 2,232,017 | ETA: 00:09
Elapsed time: 01:03 | Rows collected: 1,950,000 / 2,232,017 | ETA: 00:09
Elapsed time: 01:03 | Rows collected: 1,960,000 / 2,232,017 | ETA: 00:08
Elapsed time: 01:03 | Rows collected: 1,970,000 / 2,232,017 | ETA: 00:08
Elapsed time: 01:04 | Rows collected: 1,980,000 / 2,232,017 | ETA: 00:08
Elapsed time: 01:04 | Rows collected: 1,990,000 / 2,232,017 | ETA: 00:07
Elapsed time: 01:05 | Rows collected: 2,000,000 / 2,232,017 | ETA: 00:07
Elapsed time: 01:05 | Rows collected: 2,010,000 / 2,232,017 | ETA: 00:07
Elapsed time: 01:06 | Rows collected: 2,020,000 / 2,232,017 | ETA: 00:06
Elapsed time: 01:06 | Rows collected: 2,030,000 / 2,232,017 | ETA: 00:06
Elapsed time: 01:06 | Rows collected: 2,040,000 / 2,232,017 | ETA: 00:06
Elapsed time: 01:07 | Rows collected: 2,050,000 / 2,232,017 | ETA: 00:05
Elapsed time: 01:07 | Rows collected: 2,060,000 / 2,232,017 | ETA: 00:05
Elapsed time: 01:07 | Rows collected: 2,070,000 / 2,232,017 | ETA: 00:05
Elapsed time: 01:07 | Rows collected: 2,080,000 / 2,232,017 | ETA: 00:04
Elapsed time: 01:08 | Rows collected: 2,090,000 / 2,232,017 | ETA: 00:04
Elapsed time: 01:08 | Rows collected: 2,100,000 / 2,232,017 | ETA: 00:04
Elapsed time: 01:08 | Rows collected: 2,110,000 / 2,232,017 | ETA: 00:03
Elapsed time: 01:09 | Rows collected: 2,120,000 / 2,232,017 | ETA: 00:03
Elapsed time: 01:09 | Rows collected: 2,130,000 / 2,232,017 | ETA: 00:03
Elapsed time: 01:09 | Rows collected: 2,140,000 / 2,232,017 | ETA: 00:03
Elapsed time: 01:10 | Rows collected: 2,150,000 / 2,232,017 | ETA: 00:02
Elapsed time: 01:10 | Rows collected: 2,160,000 / 2,232,017 | ETA: 00:02
Elapsed time: 01:10 | Rows collected: 2,170,000 / 2,232,017 | ETA: 00:02
Elapsed time: 01:11 | Rows collected: 2,180,000 / 2,232,017 | ETA: 00:01
Elapsed time: 01:11 | Rows collected: 2,190,000 / 2,232,017 | ETA: 00:01
Elapsed time: 01:11 | Rows collected: 2,200,000 / 2,232,017 | ETA: 00:01
Elapsed time: 01:12 | Rows collected: 2,210,000 / 2,232,017 | ETA: 00:00
Elapsed time: 01:12 | Rows collected: 2,220,000 / 2,232,017 | ETA: 00:00
Elapsed time: 01:12 | Rows collected: 2,230,000 / 2,232,017 | ETA: 00:00
Elapsed time: 01:12 | Rows collected: 2,232,017 / 2,232,017 | ETA: 00:00




Rows exported: 2,232,017

Elapsed time: 01:13

done.txt created

Vendor Master run complete.

Vendor Master Export completed successfully.



Starting step: Transaction Master Export

Loaded SQL from SQL\transaction_master.sql

Estimated total rows: 3,742,188

Elapsed time: 00:12 | Rows collected: 10,000 / 3,742,188 | ETA: 76:37
Elapsed time: 00:13 | Rows collected: 20,000 / 3,742,188 | ETA: 41:01
Elapsed time: 00:13 | Rows collected: 30,000 / 3,742,188 | ETA: 28:46
Elapsed time: 00:14 | Rows collected: 40,000 / 3,742,188 | ETA: 22:28
Elapsed time: 00:15 | Rows collected: 50,000 / 3,742,188 | ETA: 18:33
Elapsed time: 00:15 | Rows collected: 60,000 / 3,742,188 | ETA: 16:00
Elapsed time: 00:16 | Rows collected: 70,000 / 3,742,188 | ETA: 14:08
Elapsed time: 00:16 | Rows collected: 80,000 / 3,742,188 | ETA: 12:42
Elapsed time: 00:17 | Rows collected: 90,000 / 3,742,188 | ETA: 11:37
Elapsed time: 00:17 | Rows collected: 100,000 / 3,742,188 | ETA: 10:45
Elapsed time: 00:18 | Rows collected: 110,000 / 3,742,188 | ETA: 10:09
Elapsed time: 00:19 | Rows collected: 120,000 / 3,742,188 | ETA: 09:36
Elapsed time: 00:19 | Rows collected: 130,000 / 3,742,188 | ETA: 09:10
Elapsed time: 00:20 | Rows collected: 140,000 / 3,742,188 | ETA: 08:46
Elapsed time: 00:20 | Rows collected: 150,000 / 3,742,188 | ETA: 08:21
Elapsed time: 00:21 | Rows collected: 160,000 / 3,742,188 | ETA: 08:00
Elapsed time: 00:21 | Rows collected: 170,000 / 3,742,188 | ETA: 07:41
Elapsed time: 00:22 | Rows collected: 180,000 / 3,742,188 | ETA: 07:24
Elapsed time: 00:22 | Rows collected: 190,000 / 3,742,188 | ETA: 07:09
Elapsed time: 00:23 | Rows collected: 200,000 / 3,742,188 | ETA: 06:56
Elapsed time: 00:24 | Rows collected: 210,000 / 3,742,188 | ETA: 06:43
Elapsed time: 00:24 | Rows collected: 220,000 / 3,742,188 | ETA: 06:32
Elapsed time: 00:25 | Rows collected: 230,000 / 3,742,188 | ETA: 06:22
Elapsed time: 00:25 | Rows collected: 240,000 / 3,742,188 | ETA: 06:12
Elapsed time: 00:26 | Rows collected: 250,000 / 3,742,188 | ETA: 06:04
Elapsed time: 00:26 | Rows collected: 260,000 / 3,742,188 | ETA: 05:56
Elapsed time: 00:27 | Rows collected: 270,000 / 3,742,188 | ETA: 05:48
Elapsed time: 00:27 | Rows collected: 280,000 / 3,742,188 | ETA: 05:42
Elapsed time: 00:28 | Rows collected: 290,000 / 3,742,188 | ETA: 05:35
Elapsed time: 00:28 | Rows collected: 300,000 / 3,742,188 | ETA: 05:29
Elapsed time: 00:29 | Rows collected: 310,000 / 3,742,188 | ETA: 05:23
Elapsed time: 00:29 | Rows collected: 320,000 / 3,742,188 | ETA: 05:17
Elapsed time: 00:30 | Rows collected: 330,000 / 3,742,188 | ETA: 05:12
Elapsed time: 00:30 | Rows collected: 340,000 / 3,742,188 | ETA: 05:07
Elapsed time: 00:31 | Rows collected: 350,000 / 3,742,188 | ETA: 05:03
Elapsed time: 00:31 | Rows collected: 360,000 / 3,742,188 | ETA: 04:58
Elapsed time: 00:32 | Rows collected: 370,000 / 3,742,188 | ETA: 04:54
Elapsed time: 00:32 | Rows collected: 380,000 / 3,742,188 | ETA: 04:50
Elapsed time: 00:33 | Rows collected: 390,000 / 3,742,188 | ETA: 04:46
Elapsed time: 00:33 | Rows collected: 400,000 / 3,742,188 | ETA: 04:42
Elapsed time: 00:34 | Rows collected: 410,000 / 3,742,188 | ETA: 04:39
Elapsed time: 00:34 | Rows collected: 420,000 / 3,742,188 | ETA: 04:36
Elapsed time: 00:35 | Rows collected: 430,000 / 3,742,188 | ETA: 04:32
Elapsed time: 00:35 | Rows collected: 440,000 / 3,742,188 | ETA: 04:29
Elapsed time: 00:36 | Rows collected: 450,000 / 3,742,188 | ETA: 04:25
Elapsed time: 00:36 | Rows collected: 460,000 / 3,742,188 | ETA: 04:23
Elapsed time: 00:37 | Rows collected: 470,000 / 3,742,188 | ETA: 04:20
Elapsed time: 00:37 | Rows collected: 480,000 / 3,742,188 | ETA: 04:17
Elapsed time: 00:38 | Rows collected: 490,000 / 3,742,188 | ETA: 04:14
Elapsed time: 00:38 | Rows collected: 500,000 / 3,742,188 | ETA: 04:12
Elapsed time: 00:39 | Rows collected: 510,000 / 3,742,188 | ETA: 04:09
Elapsed time: 00:39 | Rows collected: 520,000 / 3,742,188 | ETA: 04:06
Elapsed time: 00:40 | Rows collected: 530,000 / 3,742,188 | ETA: 04:04
Elapsed time: 00:40 | Rows collected: 540,000 / 3,742,188 | ETA: 04:02
Elapsed time: 00:41 | Rows collected: 550,000 / 3,742,188 | ETA: 04:00
Elapsed time: 00:41 | Rows collected: 560,000 / 3,742,188 | ETA: 03:58
Elapsed time: 00:42 | Rows collected: 570,000 / 3,742,188 | ETA: 03:55
Elapsed time: 00:42 | Rows collected: 580,000 / 3,742,188 | ETA: 03:53
Elapsed time: 00:43 | Rows collected: 590,000 / 3,742,188 | ETA: 03:51
Elapsed time: 00:43 | Rows collected: 600,000 / 3,742,188 | ETA: 03:49
Elapsed time: 00:44 | Rows collected: 610,000 / 3,742,188 | ETA: 03:47
Elapsed time: 00:44 | Rows collected: 620,000 / 3,742,188 | ETA: 03:45
Elapsed time: 00:45 | Rows collected: 630,000 / 3,742,188 | ETA: 03:44
Elapsed time: 00:45 | Rows collected: 640,000 / 3,742,188 | ETA: 03:42
Elapsed time: 00:46 | Rows collected: 650,000 / 3,742,188 | ETA: 03:40
Elapsed time: 00:46 | Rows collected: 660,000 / 3,742,188 | ETA: 03:38
Elapsed time: 00:47 | Rows collected: 670,000 / 3,742,188 | ETA: 03:36
Elapsed time: 00:47 | Rows collected: 680,000 / 3,742,188 | ETA: 03:35
Elapsed time: 00:48 | Rows collected: 690,000 / 3,742,188 | ETA: 03:33
Elapsed time: 00:48 | Rows collected: 700,000 / 3,742,188 | ETA: 03:32
Elapsed time: 00:49 | Rows collected: 710,000 / 3,742,188 | ETA: 03:30
Elapsed time: 00:49 | Rows collected: 720,000 / 3,742,188 | ETA: 03:29
Elapsed time: 00:50 | Rows collected: 730,000 / 3,742,188 | ETA: 03:28
Elapsed time: 00:51 | Rows collected: 740,000 / 3,742,188 | ETA: 03:27
Elapsed time: 00:51 | Rows collected: 750,000 / 3,742,188 | ETA: 03:25
Elapsed time: 00:52 | Rows collected: 760,000 / 3,742,188 | ETA: 03:24
Elapsed time: 00:52 | Rows collected: 770,000 / 3,742,188 | ETA: 03:23
Elapsed time: 00:53 | Rows collected: 780,000 / 3,742,188 | ETA: 03:21
Elapsed time: 00:53 | Rows collected: 790,000 / 3,742,188 | ETA: 03:20
Elapsed time: 00:54 | Rows collected: 800,000 / 3,742,188 | ETA: 03:19
Elapsed time: 00:54 | Rows collected: 810,000 / 3,742,188 | ETA: 03:18
Elapsed time: 00:55 | Rows collected: 820,000 / 3,742,188 | ETA: 03:16
Elapsed time: 00:55 | Rows collected: 830,000 / 3,742,188 | ETA: 03:15
Elapsed time: 00:56 | Rows collected: 840,000 / 3,742,188 | ETA: 03:14
Elapsed time: 00:56 | Rows collected: 850,000 / 3,742,188 | ETA: 03:13
Elapsed time: 00:57 | Rows collected: 860,000 / 3,742,188 | ETA: 03:11
Elapsed time: 00:57 | Rows collected: 870,000 / 3,742,188 | ETA: 03:11
Elapsed time: 00:58 | Rows collected: 880,000 / 3,742,188 | ETA: 03:10
Elapsed time: 00:59 | Rows collected: 890,000 / 3,742,188 | ETA: 03:09
Elapsed time: 00:59 | Rows collected: 900,000 / 3,742,188 | ETA: 03:08
Elapsed time: 01:00 | Rows collected: 910,000 / 3,742,188 | ETA: 03:07
Elapsed time: 01:00 | Rows collected: 920,000 / 3,742,188 | ETA: 03:06
Elapsed time: 01:01 | Rows collected: 930,000 / 3,742,188 | ETA: 03:04
Elapsed time: 01:01 | Rows collected: 940,000 / 3,742,188 | ETA: 03:03
Elapsed time: 01:02 | Rows collected: 950,000 / 3,742,188 | ETA: 03:02
Elapsed time: 01:02 | Rows collected: 960,000 / 3,742,188 | ETA: 03:02
Elapsed time: 01:03 | Rows collected: 970,000 / 3,742,188 | ETA: 03:00
Elapsed time: 01:03 | Rows collected: 980,000 / 3,742,188 | ETA: 02:59
